Cement,Blast Furnace Slag,Fly Ash,Water,Superplasticizer,Coarse Aggregate,Fine Aggregate,Age,Concrete Compressive Strength,Fine_Agg_Copy,Cement_Scaled
249.1,0.0,98.8,158.1,12.8,987.8,889.0,3,15.36,889.0,24.91
249.1,0.0,98.8,158.1,12.8,987.8,889.0,14,28.68,889.0,24.91
249.1,0.0,98.8,158.1,12.8,987.8,889.0,28,30.85,889.0,24.91
249.1,0.0,98.8,158.1,12.8,987.8,889.0,56,42.03,889.0,24.91
249.1,0.0,98.8,158.1,12.8,987.8,889.0,100,51.06,889.0,24.91
252.3,0.0,98.8,146.3,14.2,987.8,889.0,3,21.78,889.0,25.23
252.3,0.0,98.8,146.3,14.2,987.8,889.0,14,42.29,889.0,25.23
252.3,0.0,98.8,146.3,14.2,987.8,889.0,28,50.6,889.0,25.23
252.3,0.0,98.8,146.3,14.2,987.8,889.0,56,55.83,889.0,25.23
252.3,0.0,98.8,146.3,14.2,987.8,889.0,-1,60.95,889.0,25.23
246.8,0.0,125.1,143.3,12.0,1086.8,800.9,3,23.52,800.9,24.68
246.8,0.0,125.1,143.3,12.0,1086.8,800.9,14,42.22,800.9,24.68
246.8,0.0,125.1,143.3,12.0,1086.8,800.9,28,52.5,800.9,24.68
246.8,0.0,125.1,143.3,12.0,1086.8,800.9,56,,800.9,24.68
246.8,0.0,125.1,143.3,12.0,1086.8,800.9,100,66.42,800.9,24.68
275.1,0.0,121.4,159.5,9.9,1053.6,777.5,3,23.8,777.5,27.51
275.1,0.0,121.4,159.5,9.9,1053.6,777.5,14,38.77,777.5,27.51
275.1,0.0,121.4,159.5,9.9,1053.6,777.5,28,51.33,777.5,27.51
275.1,0.0,121.4,159.5,9.9,1053.6,777.5,56,56.85,777.5,27.51
275.1,0.0,121.4,159.5,,1053.6,777.5,100,58.61,777.5,27.51
297.2,0.0,117.5,174.8,,1022.8,753.5,-1,21.91,753.5,29.72
297.2,0.0,117.5,174.8,9.5,1022.8,753.5,14,36.99,753.5,29.72
297.2,0.0,117.5,174.8,9.5,1022.8,753.5,28,47.4,753.5,29.72
297.2,0.0,117.5,174.8,9.5,1022.8,753.5,56,51.96,753.5,29.72
297.2,0.0,117.5,174.8,,1022.8,753.5,100,56.74,753.5,29.72
213.7,0.0,174.7,154.8,10.2,1053.5,776.4,3,17.57,776.4,21.369999999999997
213.7,0.0,174.7,154.8,10.2,1053.5,776.4,14,33.73,776.4,21.369999999999997
213.7,0.0,174.7,154.8,10.2,1053.5,776.4,28,40.15,776.4,21.369999999999997
213.7,0.0,174.7,154.8,10.2,1053.5,776.4,56,46.64,776.4,21.369999999999997
213.7,0.0,174.7,154.8,10.2,1053.5,776.4,100,50.08,776.4,21.369999999999997
213.5,0.0,174.2,154.6,11.7,1052.3,775.5,3,17.37,775.5,21.35
213.5,1078.1999999999998,174.2,154.6,11.7,1052.3,775.5,14,33.7,775.5,21.35
213.5,0.0,174.2,154.6,11.7,1052.3,775.5,28,45.94,775.5,21.35
213.5,0.0,174.2,154.6,11.7,1052.3,775.5,56,51.43,775.5,21.35
213.5,0.0,174.2,154.6,11.7,1052.3,775.5,100,59.3,775.5,21.35
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,3,30.45,782.5,27.72
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,14,47.71,782.5,27.72
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,28,63.14,782.5,27.72
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,56,66.82,782.5,27.72
277.2,97.8,24.5,160.7,11.2,1061.7,782.5,100,66.95,782.5,27.72
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,3,27.42,792.7,21.82
218.2,54.6,123.8,140.8,,1075.7,792.7,14,35.96,792.7,21.82
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,-1,55.51,792.7,21.82
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,56,61.99,792.7,21.82
218.2,54.6,123.8,140.8,11.9,1075.7,792.7,100,63.53,792.7,21.82
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,3,18.02,780.6,21.490000000000002
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,14,38.6,780.6,21.490000000000002
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,28,52.2,780.6,21.490000000000002
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,56,53.96,780.6,21.490000000000002
214.9,53.8,121.9,155.6,9.6,1014.3,780.6,100,56.63,780.6,21.490000000000002
218.9,0.0,124.1,158.5,11.3,1078.7,794.9,3,15.34,794.9,21.89
218.9,0.0,124.1,158.5,11.3,1078.7,794.9,14,26.05,794.9,21.89
218.9,0.0,124.1,158.5,,1078.7,794.9,28,30.22,794.9,21.89
218.9,0.0,124.1,158.5,11.3,1078.7,794.9,56,37.27,794.9,21.89
218.9,0.0,124.1,158.5,11.3,539.35,794.9,100,46.23,794.9,21.89
376.0,0.0,0.0,214.6,0.0,1003.5,762.4,3,16.28,762.4,37.6
376.0,0.0,0.0,214.6,0.0,1003.5,762.4,14,25.62,762.4,37.6
376.0,0.0,0.0,214.6,0.0,1003.5,762.4,28,31.97,762.4,37.6
376.0,0.0,0.0,214.6,0.0,1003.5,762.4,56,36.3,762.4,37.6
376.0,0.0,0.0,214.6,0.0,1003.5,762.4,100,43.06,762.4,37.6
500.0,0.0,0.0,140.0,4.0,483.0,853.0,28,67.57,853.0,50.0
475.0,0.0,59.0,142.0,1.9,1098.0,641.0,28,57.23,641.0,47.5
315.0,137.0,0.0,145.0,5.9,1130.0,745.0,28,81.75,745.0,31.5
505.0,0.0,60.0,195.0,0.0,1030.0,630.0,28,64.02,630.0,50.5
451.0,0.0,0.0,165.0,11.3,1030.0,745.0,28,78.8,745.0,45.1
516.0,0.0,0.0,162.0,8.2,801.0,802.0,28,41.37,802.0,51.6
520.0,0.0,0.0,170.0,5.2,855.0,855.0,28,60.28,855.0,52.0
528.0,0.0,0.0,185.0,6.9,920.0,720.0,28,56.83,720.0,52.8
520.0,0.0,0.0,175.0,5.2,870.0,805.0,28,51.02,805.0,52.0
385.0,0.0,136.0,158.0,20.0,903.0,768.0,28,55.55,768.0,38.5
500.1,0.0,0.0,200.0,3.0,1124.4,613.2,28,44.13,613.2,50.010000000000005
450.1,50.0,0.0,200.0,3.0,1124.4,613.2,28,39.38,613.2,45.010000000000005
397.0,17.2,158.0,167.0,20.8,967.0,633.0,28,55.65,633.0,39.7
333.0,17.5,163.0,167.0,17.9,996.0,652.0,28,47.28,652.0,33.3
334.0,17.6,158.0,189.0,15.3,967.0,633.0,28,44.33,633.0,33.4
405.0,0.0,0.0,175.0,0.0,1120.0,695.0,28,52.3,695.0,40.5
200.0,200.0,0.0,190.0,0.0,1145.0,660.0,28,49.25,660.0,20.0
516.0,0.0,0.0,162.0,8.3,801.0,802.0,28,41.37,802.0,51.6
145.0,116.0,119.0,184.0,5.7,833.0,880.0,28,29.16,880.0,14.5
160.0,128.0,122.0,182.0,6.4,824.0,879.0,28,39.4,879.0,16.0
234.0,156.0,0.0,189.0,5.9,981.0,760.0,28,39.3,760.0,23.4
250.0,180.0,95.0,159.0,9.5,860.0,800.0,28,67.87,800.0,25.0
475.0,0.0,0.0,162.0,9.5,1044.0,662.0,-1,,662.0,47.5
285.0,190.0,0.0,163.0,7.6,1031.0,685.0,28,53.58,685.0,28.5
356.0,119.0,0.0,160.0,9.0,1061.0,657.0,28,59.0,657.0,35.6
275.0,180.0,120.0,,10.4,830.0,765.0,28,76.24,765.0,27.5
500.0,0.0,0.0,151.0,9.0,1033.0,655.0,28,69.84,655.0,50.0
165.0,0.0,143.6,163.8,0.0,1005.6,900.9,3,14.4,900.9,16.5
165.0,128.5,132.1,,,1005.8,746.6,3,19.42,746.6,16.5
178.0,129.8,118.6,179.9,3.6,1007.3,746.8,3,20.73,746.8,17.8
167.4,129.9,128.6,175.5,7.8,1006.3,746.6,3,14.94,746.6,16.740000000000002
172.4,13.6,172.4,156.8,,1006.3,856.4,3,21.29,856.4,17.240000000000002
173.5,50.1,173.5,164.8,6.5,1006.2,793.5,3,23.08,793.5,17.35
167.0,75.4,167.0,164.0,7.9,1007.3,770.1,3,15.52,770.1,16.7
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,3,15.82,746.6,17.380000000000003
190.3,0.0,125.2,166.6,9.9,1079.0,798.9,3,12.55,798.9,19.03
250.0,0.0,95.7,191.8,,948.9,857.2,3,8.49,857.2,25.0
213.5,0.0,174.2,159.2,11.7,1043.6,771.9,3,15.61,771.9,21.35
194.7,0.0,100.5,170.2,7.5,998.0,901.8,3,12.18,901.8,19.47
251.4,0.0,118.3,192.9,5.8,1043.6,754.3,3,11.98,754.3,25.14
165.0,0.0,143.6,163.8,0.0,1005.6,900.9,14,16.88,900.9,16.5
165.0,128.5,132.1,175.1,8.1,1005.8,746.6,14,33.09,746.6,16.5
178.0,129.8,118.6,179.9,3.6,1007.3,746.8,14,34.24,746.8,17.8
167.4,129.9,128.6,175.5,7.8,1006.3,746.6,14,31.81,746.6,16.740000000000002
172.4,13.6,172.4,,4.1,1006.3,856.4,14,29.75,856.4,17.240000000000002
173.5,50.1,173.5,164.8,6.5,1006.2,793.5,14,33.01,793.5,17.35
167.0,75.4,167.0,164.0,7.9,1007.3,770.1,14,32.9,770.1,16.7
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,-1,29.55,746.6,17.380000000000003
190.3,0.0,125.2,166.6,9.9,1079.0,798.9,14,19.42,798.9,19.03
250.0,0.0,95.7,191.8,5.3,948.9,857.2,14,24.66,857.2,25.0
213.5,0.0,174.2,159.2,11.7,1043.6,771.9,14,29.59,771.9,21.35
194.7,0.0,100.5,170.2,7.5,998.0,901.8,14,24.28,901.8,19.47
251.4,0.0,118.3,192.9,5.8,1043.6,754.3,14,20.73,754.3,25.14
165.0,0.0,143.6,163.8,0.0,1005.6,900.9,28,26.2,900.9,16.5
165.0,128.5,132.1,175.1,8.1,1508.6999999999998,746.6,28,46.39,746.6,16.5
178.0,129.8,118.6,179.9,3.6,1007.3,746.8,28,39.16,746.8,17.8
167.4,129.9,128.6,175.5,7.8,1006.3,746.6,28,41.2,746.6,16.740000000000002
172.4,13.6,172.4,156.8,4.1,1006.3,856.4,28,33.69,856.4,17.240000000000002
173.5,50.1,173.5,164.8,6.5,1006.2,793.5,28,38.2,793.5,17.35
167.0,75.4,167.0,164.0,7.9,1007.3,770.1,28,41.41,770.1,16.7
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,28,37.81,746.6,17.380000000000003
190.3,0.0,125.2,166.6,9.9,539.5,798.9,28,24.85,798.9,19.03
250.0,0.0,95.7,191.8,5.3,948.9,857.2,28,27.22,857.2,25.0
213.5,0.0,174.2,159.2,11.7,1043.6,771.9,28,44.64,771.9,21.35
194.7,0.0,100.5,170.2,7.5,998.0,901.8,28,37.27,901.8,19.47
251.4,0.0,118.3,192.9,5.8,1043.6,754.3,28,33.27,754.3,25.14
165.0,0.0,143.6,163.8,0.0,1005.6,900.9,56,36.56,900.9,16.5
165.0,128.5,132.1,175.1,8.1,1005.8,746.6,56,53.72,746.6,16.5
178.0,129.8,118.6,179.9,3.6,1007.3,746.8,56,48.59,746.8,17.8
167.4,129.9,128.6,175.5,7.8,1006.3,746.6,56,51.72,746.6,16.740000000000002
172.4,13.6,172.4,156.8,4.1,1006.3,856.4,56,35.85,856.4,17.240000000000002
173.5,50.1,173.5,164.8,6.5,1006.2,793.5,56,53.77,793.5,17.35
167.0,75.4,167.0,164.0,7.9,1007.3,770.1,56,53.46,770.1,16.7
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,56,48.99,746.6,17.380000000000003
190.3,0.0,125.2,166.6,9.9,1079.0,798.9,56,31.72,798.9,19.03
250.0,0.0,95.7,191.8,5.3,948.9,857.2,56,39.64,857.2,25.0
213.5,0.0,174.2,159.2,11.7,1043.6,771.9,56,51.26,771.9,21.35
194.7,0.0,100.5,170.2,7.5,998.0,901.8,56,43.39,901.8,19.47
251.4,0.0,118.3,192.9,5.8,1043.6,754.3,56,39.27,754.3,25.14
165.0,0.0,143.6,163.8,0.0,1005.6,900.9,100,37.96,900.9,16.5
165.0,128.5,132.1,175.1,8.1,1005.8,746.6,100,55.02,746.6,16.5
178.0,129.8,118.6,179.9,3.6,1007.3,746.8,100,49.99,746.8,17.8
167.4,129.9,128.6,,7.8,1006.3,746.6,100,53.66,746.6,16.740000000000002
172.4,13.6,172.4,156.8,4.1,1006.3,856.4,100,37.68,856.4,17.240000000000002
173.5,50.1,173.5,164.8,6.5,1006.2,793.5,100,56.06,793.5,17.35
167.0,75.4,167.0,164.0,7.9,1007.3,770.1,100,56.81,770.1,16.7
173.8,93.4,159.9,172.3,9.7,1007.2,746.6,100,50.94,746.6,17.380000000000003
190.3,0.0,125.2,,,1079.0,798.9,100,33.56,798.9,19.03
250.0,0.0,95.7,191.8,5.3,948.9,857.2,100,41.16,857.2,25.0
213.5,0.0,174.2,159.2,11.7,1043.6,771.9,100,52.96,771.9,21.35
194.7,0.0,100.5,170.2,7.5,998.0,901.8,100,44.28,901.8,19.47
251.4,0.0,118.3,192.9,5.8,1043.6,754.3,100,40.15,754.3,25.14
446.0,24.0,79.0,162.0,,967.0,712.0,28,57.03,712.0,44.6
446.0,24.0,79.0,162.0,11.6,967.0,712.0,28,44.42,712.0,44.6
446.0,24.0,79.0,162.0,11.6,967.0,712.0,28,51.02,712.0,44.6
446.0,24.0,79.0,162.0,10.3,967.0,712.0,28,53.39,712.0,44.6
446.0,24.0,79.0,162.0,11.6,967.0,712.0,3,35.36,712.0,44.6
446.0,24.0,79.0,162.0,11.6,967.0,712.0,3,25.02,712.0,44.6
446.0,24.0,79.0,162.0,,967.0,712.0,3,23.35,712.0,44.6
446.0,24.0,79.0,162.0,11.6,967.0,712.0,-1,52.01,712.0,44.6
446.0,24.0,79.0,162.0,11.6,967.0,712.0,7,38.02,712.0,44.6
446.0,24.0,79.0,162.0,11.6,967.0,712.0,7,39.3,712.0,44.6
446.0,24.0,79.0,162.0,11.6,967.0,712.0,56,61.07,712.0,44.6
446.0,24.0,79.0,162.0,11.6,967.0,712.0,56,56.14,712.0,44.6
446.0,24.0,79.0,162.0,11.6,967.0,712.0,56,55.25,712.0,44.6
446.0,24.0,79.0,162.0,10.3,967.0,712.0,56,54.77,712.0,44.6
387.0,20.0,94.0,157.0,14.3,938.0,845.0,28,50.24,845.0,38.7
387.0,20.0,94.0,157.0,13.9,938.0,845.0,28,46.68,845.0,38.7
387.0,20.0,94.0,157.0,11.6,938.0,845.0,28,46.68,845.0,38.7
387.0,1078.1999999999998,94.0,157.0,14.3,938.0,845.0,3,22.75,845.0,38.7
387.0,20.0,94.0,157.0,13.9,938.0,845.0,3,25.51,845.0,38.7
387.0,20.0,94.0,,11.6,938.0,845.0,3,34.77,845.0,38.7
387.0,20.0,94.0,157.0,14.3,938.0,845.0,7,36.84,845.0,38.7
387.0,20.0,94.0,157.0,13.9,938.0,845.0,7,45.9,845.0,38.7
387.0,20.0,94.0,157.0,11.6,938.0,845.0,7,41.67,845.0,38.7
387.0,20.0,94.0,157.0,14.3,938.0,845.0,56,56.34,845.0,38.7
387.0,20.0,94.0,157.0,,1407.0,845.0,56,47.97,845.0,38.7
387.0,20.0,94.0,157.0,11.6,938.0,845.0,56,61.46,845.0,38.7
355.0,19.0,97.0,145.0,13.1,967.0,871.0,28,44.03,871.0,35.5
355.0,19.0,97.0,145.0,12.3,967.0,871.0,28,55.45,871.0,35.5
491.0,26.0,123.0,210.0,3.9,882.0,699.0,-1,55.55,699.0,49.1
491.0,26.0,123.0,201.0,3.9,822.0,699.0,28,57.92,699.0,49.1
491.0,26.0,123.0,210.0,3.9,882.0,699.0,3,25.61,699.0,49.1
491.0,26.0,123.0,210.0,3.9,882.0,699.0,7,33.49,699.0,49.1
491.0,26.0,123.0,210.0,3.9,882.0,699.0,56,59.59,699.0,49.1
491.0,26.0,123.0,201.0,3.9,822.0,699.0,3,29.55,699.0,49.1
491.0,26.0,123.0,201.0,3.9,822.0,699.0,7,37.92,699.0,49.1
491.0,26.0,123.0,201.0,3.9,822.0,699.0,56,61.86,699.0,49.1
424.0,22.0,132.0,178.0,8.5,822.0,750.0,28,62.05,750.0,42.4
424.0,22.0,132.0,178.0,8.5,882.0,750.0,3,32.01,750.0,42.4
424.0,22.0,132.0,168.0,8.9,822.0,750.0,28,72.1,750.0,42.4
424.0,22.0,132.0,178.0,8.5,822.0,750.0,7,39.0,750.0,42.4
424.0,22.0,132.0,178.0,8.5,822.0,750.0,56,65.7,750.0,42.4
424.0,22.0,132.0,168.0,8.9,822.0,750.0,3,32.11,750.0,42.4
424.0,22.0,132.0,168.0,8.9,822.0,750.0,7,40.29,750.0,42.4
424.0,22.0,132.0,168.0,8.9,822.0,750.0,56,74.36,750.0,42.4
202.0,11.0,141.0,206.0,1.7,942.0,801.0,28,21.97,801.0,20.2
202.0,11.0,141.0,206.0,1.7,942.0,801.0,3,9.85,801.0,20.2
202.0,11.0,141.0,206.0,1.7,942.0,801.0,7,15.07,801.0,20.2
202.0,11.0,141.0,206.0,1.7,942.0,801.0,56,23.25,801.0,20.2
284.0,15.0,141.0,179.0,5.5,842.0,801.0,28,43.73,801.0,28.4
284.0,15.0,141.0,179.0,5.5,842.0,801.0,3,,801.0,28.4
284.0,15.0,141.0,179.0,5.5,842.0,801.0,7,24.13,801.0,28.4
284.0,15.0,141.0,179.0,5.5,842.0,801.0,56,44.52,801.0,28.4
359.0,19.0,141.0,154.0,10.9,942.0,801.0,28,62.94,801.0,35.9
359.0,19.0,141.0,154.0,10.9,942.0,801.0,28,59.49,801.0,35.9
359.0,19.0,141.0,154.0,10.9,942.0,801.0,3,25.12,801.0,35.9
359.0,19.0,141.0,154.0,10.9,942.0,801.0,3,23.64,801.0,35.9
359.0,19.0,141.0,154.0,10.9,942.0,801.0,7,35.75,801.0,35.9
359.0,19.0,141.0,154.0,10.9,942.0,801.0,7,38.61,801.0,35.9
359.0,19.0,141.0,154.0,10.9,942.0,801.0,56,68.75,801.0,35.9
359.0,19.0,141.0,154.0,10.9,942.0,801.0,56,66.78,801.0,35.9
436.0,0.0,0.0,218.0,0.0,838.4,719.7,28,23.85,719.7,43.6
289.0,0.0,0.0,192.0,0.0,913.2,895.3,90,32.07,895.3,28.9
289.0,0.0,0.0,192.0,0.0,913.2,895.3,3,11.65,895.3,28.9
393.0,0.0,0.0,192.0,0.0,940.6,785.6,3,19.2,785.6,39.3
393.0,0.0,0.0,192.0,0.0,940.6,785.6,90,48.85,785.6,39.3
393.0,0.0,0.0,192.0,0.0,940.6,785.6,28,39.6,785.6,39.3
480.0,0.0,0.0,192.0,0.0,936.2,712.2,28,43.94,712.2,48.0
480.0,0.0,0.0,192.0,0.0,936.2,712.2,7,34.57,712.2,48.0
480.0,0.0,0.0,192.0,0.0,936.2,712.2,90,54.32,712.2,48.0
480.0,0.0,0.0,192.0,0.0,936.2,712.2,3,24.4,712.2,48.0
333.0,0.0,0.0,192.0,0.0,931.2,842.6,3,,842.6,33.3
255.0,0.0,0.0,192.0,0.0,889.8,945.0,90,21.86,945.0,25.5
255.0,0.0,0.0,192.0,0.0,889.8,945.0,7,10.22,945.0,25.5
289.0,0.0,0.0,192.0,0.0,913.2,895.3,7,14.6,895.3,28.9
255.0,0.0,0.0,192.0,0.0,889.8,945.0,28,18.75,945.0,25.5
333.0,0.0,0.0,192.0,0.0,931.2,842.6,28,31.97,842.6,33.3
333.0,0.0,0.0,192.0,0.0,931.2,842.6,7,23.4,842.6,33.3
289.0,0.0,0.0,192.0,,913.2,895.3,28,25.57,895.3,28.9
333.0,0.0,0.0,192.0,0.0,931.2,842.6,90,41.68,842.6,33.3
393.0,0.0,0.0,192.0,0.0,940.6,785.6,7,27.74,785.6,39.3
255.0,0.0,0.0,192.0,0.0,889.8,945.0,3,8.2,945.0,25.5
158.8,238.2,0.0,185.7,0.0,1040.6,734.3,7,9.62,734.3,15.88
239.6,359.4,0.0,185.7,0.0,941.6,664.3,7,25.42,664.3,23.96
238.2,158.8,0.0,185.7,0.0,1040.6,734.3,7,15.69,734.3,23.82
181.9,272.8,0.0,185.7,0.0,1012.4,714.3,28,27.94,714.3,18.19
193.5,290.2,0.0,185.7,0.0,998.2,704.3,28,32.63,704.3,19.35
255.5,170.3,0.0,185.7,0.0,1026.6,724.3,7,17.24,724.3,25.55
272.8,181.9,0.0,185.7,0.0,1012.4,714.3,7,19.77,714.3,27.28
239.6,359.4,0.0,,0.0,941.6,664.3,28,39.44,664.3,23.96
220.8,147.2,0.0,185.7,0.0,1055.0,744.3,28,25.75,744.3,22.080000000000002
397.0,0.0,0.0,185.7,0.0,1040.6,734.3,28,33.08,734.3,39.7
382.5,0.0,0.0,185.7,0.0,1047.8,739.3,7,24.07,739.3,38.25
210.7,316.1,0.0,185.7,0.0,977.0,689.3,7,21.82,689.3,21.07
158.8,238.2,0.0,185.7,0.0,1040.6,734.3,28,21.07,734.3,15.88
295.8,0.0,0.0,185.7,0.0,1091.4,769.3,7,14.84,769.3,29.580000000000002
255.5,170.3,0.0,185.7,0.0,1026.6,724.3,28,32.05,724.3,25.55
203.5,135.7,0.0,185.7,0.0,1076.2,759.3,7,11.96,759.3,20.35
397.0,0.0,0.0,185.7,0.0,1040.6,734.3,7,25.45,734.3,39.7
381.4,0.0,0.0,185.7,,1104.6,784.3,28,22.49,784.3,38.14
295.8,0.0,0.0,185.7,0.0,1091.4,769.3,28,25.22,769.3,29.580000000000002
228.0,342.1,0.0,185.7,0.0,955.8,674.3,28,39.7,674.3,22.8
220.8,147.2,0.0,185.7,0.0,1055.0,744.3,7,13.09,744.3,22.080000000000002
316.1,210.7,0.0,185.7,0.0,977.0,689.3,28,38.7,689.3,31.610000000000003
135.7,203.5,0.0,185.7,0.0,1076.2,759.3,7,7.51,759.3,13.569999999999999
238.1,0.0,0.0,185.7,0.0,1118.8,789.3,28,17.58,789.3,23.81
339.2,0.0,0.0,185.7,0.0,1069.2,754.3,7,21.18,754.3,33.92
135.7,203.5,0.0,185.7,0.0,1076.2,759.3,28,18.2,759.3,13.569999999999999
193.5,290.2,0.0,,0.0,998.2,704.3,7,17.2,704.3,19.35
203.5,135.7,0.0,185.7,0.0,1076.2,759.3,28,22.63,759.3,20.35
290.2,193.5,0.0,185.7,0.0,998.2,704.3,7,21.86,704.3,29.02
181.9,272.8,0.0,185.7,0.0,1012.4,714.3,7,12.37,714.3,18.19
170.3,155.5,0.0,185.7,0.0,1026.6,724.3,28,25.73,724.3,17.03
210.7,316.1,0.0,185.7,,977.0,689.3,28,37.81,689.3,21.07
228.0,342.1,0.0,185.7,0.0,955.8,674.3,7,21.92,674.3,22.8
290.2,193.5,0.0,185.7,0.0,998.2,704.3,28,33.04,704.3,29.02
381.4,0.0,0.0,185.7,0.0,1104.6,784.3,7,14.54,784.3,38.14
238.2,158.8,0.0,185.7,0.0,1040.6,734.3,28,26.91,734.3,23.82
186.2,124.1,0.0,185.7,0.0,1083.4,764.3,7,8.0,764.3,18.619999999999997
339.2,0.0,0.0,185.7,0.0,1069.2,754.3,28,31.9,754.3,33.92
238.1,0.0,0.0,185.7,0.0,1118.8,789.3,7,10.34,789.3,23.81
252.5,0.0,0.0,185.7,0.0,1111.6,784.3,28,19.77,784.3,25.25
382.5,0.0,0.0,185.7,0.0,1047.8,739.3,28,37.44,739.3,38.25
252.5,0.0,0.0,185.7,0.0,1111.6,784.3,7,11.48,784.3,25.25
316.1,210.7,0.0,185.7,0.0,977.0,689.3,7,24.44,689.3,31.610000000000003
186.2,124.1,0.0,185.7,0.0,1083.4,764.3,28,17.6,764.3,18.619999999999997
170.3,155.5,0.0,185.7,,1026.6,724.3,7,10.73,724.3,17.03
272.8,181.9,0.0,185.7,0.0,1012.4,714.3,28,31.38,714.3,27.28
339.0,0.0,0.0,197.0,0.0,968.0,781.0,3,13.22,781.0,33.9
339.0,0.0,0.0,197.0,0.0,968.0,781.0,7,20.97,781.0,33.9
339.0,0.0,0.0,197.0,0.0,968.0,781.0,14,27.04,781.0,33.9
339.0,0.0,0.0,197.0,0.0,968.0,781.0,28,32.04,781.0,33.9
339.0,0.0,0.0,197.0,0.0,968.0,781.0,90,35.17,781.0,33.9
339.0,0.0,0.0,197.0,0.0,968.0,781.0,180,36.45,781.0,33.9
339.0,0.0,0.0,197.0,0.0,968.0,781.0,365,38.89,781.0,33.9
236.0,0.0,0.0,194.0,0.0,968.0,885.0,3,6.47,885.0,23.6
236.0,0.0,0.0,194.0,0.0,968.0,885.0,14,12.84,885.0,23.6
236.0,0.0,0.0,194.0,0.0,968.0,885.0,28,18.42,885.0,23.6
236.0,0.0,0.0,194.0,0.0,968.0,885.0,90,21.95,885.0,23.6
236.0,0.0,0.0,193.0,0.0,968.0,885.0,180,24.1,885.0,23.6
236.0,0.0,0.0,193.0,0.0,968.0,885.0,365,25.08,885.0,23.6
277.0,0.0,0.0,191.0,0.0,968.0,856.0,14,21.26,856.0,27.7
277.0,0.0,0.0,191.0,0.0,968.0,856.0,28,25.97,856.0,27.7
277.0,0.0,0.0,191.0,0.0,968.0,856.0,3,11.36,856.0,27.7
277.0,0.0,0.0,191.0,0.0,968.0,856.0,90,31.25,856.0,27.7
277.0,0.0,0.0,191.0,0.0,968.0,856.0,180,32.33,856.0,27.7
277.0,0.0,0.0,191.0,0.0,968.0,856.0,360,33.7,856.0,27.7
254.0,0.0,0.0,198.0,,968.0,863.0,3,9.31,863.0,25.4
254.0,0.0,0.0,198.0,0.0,968.0,863.0,90,26.94,863.0,25.4
254.0,0.0,0.0,198.0,0.0,968.0,863.0,180,27.63,863.0,25.4
254.0,0.0,0.0,198.0,0.0,968.0,863.0,365,29.79,863.0,25.4
307.0,0.0,0.0,193.0,0.0,968.0,812.0,180,34.49,812.0,30.7
307.0,0.0,0.0,193.0,0.0,968.0,812.0,365,36.15,812.0,30.7
307.0,0.0,0.0,193.0,0.0,968.0,812.0,3,12.54,812.0,30.7
307.0,0.0,0.0,193.0,0.0,968.0,812.0,28,27.53,812.0,30.7
307.0,0.0,0.0,193.0,0.0,968.0,812.0,90,32.92,812.0,30.7
236.0,1078.1999999999998,0.0,193.0,0.0,968.0,885.0,7,9.99,885.0,23.6
200.0,0.0,0.0,180.0,0.0,1125.0,845.0,7,7.84,845.0,20.0
200.0,0.0,0.0,180.0,0.0,1125.0,845.0,28,12.25,845.0,20.0
225.0,0.0,0.0,181.0,0.0,1113.0,833.0,7,11.17,833.0,22.5
225.0,0.0,0.0,181.0,0.0,1113.0,833.0,28,17.34,833.0,22.5
325.0,0.0,0.0,184.0,0.0,1063.0,783.0,7,17.54,783.0,32.5
325.0,0.0,0.0,184.0,0.0,1063.0,783.0,28,30.57,783.0,32.5
275.0,0.0,0.0,183.0,0.0,1088.0,808.0,7,14.2,808.0,27.5
275.0,1078.1999999999998,0.0,183.0,0.0,1088.0,808.0,28,24.5,808.0,27.5
300.0,0.0,0.0,184.0,0.0,1075.0,795.0,-1,15.58,795.0,30.0
300.0,0.0,0.0,184.0,0.0,1075.0,795.0,28,26.85,795.0,30.0
375.0,0.0,0.0,,0.0,1038.0,758.0,7,26.06,758.0,37.5
375.0,0.0,0.0,186.0,0.0,1038.0,758.0,28,38.21,758.0,37.5
400.0,0.0,0.0,187.0,0.0,1025.0,745.0,28,43.7,745.0,40.0
400.0,0.0,0.0,187.0,0.0,1025.0,745.0,-1,30.14,745.0,40.0
250.0,0.0,0.0,182.0,0.0,1100.0,820.0,7,12.73,820.0,25.0
250.0,0.0,0.0,182.0,0.0,1100.0,820.0,28,20.87,820.0,25.0
350.0,0.0,0.0,186.0,0.0,1050.0,770.0,7,20.28,770.0,35.0
